year,Base case cost,Modeled residential ashp
2017,695810.102297,907914.780482
2018,744447.418568,948382.286845
2019,815936.818942,1010514.75434
2020,849435.105213,1037264.65006
2021,878961.497413,1060803.63795
2022,899348.390946,1075635.96496
2023,915312.095088,1086475.42637
2024,929885.570142,1096135.47798
2025,946106.04474,1107433.90153
2026,969085.614658,1125480.45144
2027,991162.574767,1142828.18548
2028,1011468.73499,1158606.68078
2029,1030071.15172,1172555.23901
2030,1047506.49209,1185859.54616
2031,1073581.48794,1207347.53214
