year,Base case cost,Modeled transmission and interties
2021,279367.851578,642575.10595
2022,287193.281594,645344.817875
2023,292671.082606,646128.583621
2024,297675.132246,645968.838326
2025,303158.621525,646310.177107
2026,309425.466414,648190.77798
2027,315235.624733,649844.556532
2028,319940.634058,649848.884588
2029,326552.025399,651755.919236
2030,329691.94872,651286.00307
2031,337105.385692,654144.198668
2032,343391.73321,657445.069759
2033,350463.874169,660141.979032
2034,357905.752475,664057.249639
2035,362625.388771,664834.486149
2036,370086.769707,668970.013854
2037,374811.281661,669946.70178
2038,382292.165225,674293.268781
2039,387809.784105,676883.850866
2040,396100.026787,682146.589836
