year,Base case cost,Modeled residential ashp
2017,90505.6664136,145546.451437
2018,90325.2089295,144776.980365
2019,99451.8975685,153074.686918
2020,104015.241888,157223.540194
2021,106897.35409,159843.868579
2022,109299.114258,162027.475567
2023,110980.346376,163556.000458
2024,112181.22646,164647.803952
2025,113862.458577,166176.328843
2026,115783.866712,167923.214433
2027,117465.09883,169451.739325
2028,118665.978914,170543.542818
2029,120587.387048,172290.428408
2030,121788.267132,173382.231902
2031,123709.675267,175129.117492
