year,Base case cost,Modeled non-residential ashp
2017,824210.635092,905265.540933
2018,878698.477826,957688.361795
2019,954031.300561,1030836.36135
2020,994911.783295,1069849.05251
2021,1024372.79647,1097572.68966
2022,1049021.2892,1120560.28035
2023,1068732.95238,1138686.6558
2024,1094660.62916,1163077.28902
2025,1113031.82234,1179945.59766
2026,1136888.43507,1202292.88829
2027,1157385.07824,1221339.31659
2028,1174459.82098,1237022.18819
2029,1197100.99371,1258262.76124
2030,1214462.54645,1274293.8496
2031,1237458.61962,1295949.29062
