year,Base case cost,Modeled residential ashp
2017,824210.635092,1091319.66257
2018,878698.477826,1137717.66991
2019,954031.300561,1204196.60786
2020,994911.783295,1237937.88131
2021,1024372.79647,1260918.23379
2022,1049021.2892,1279440.67409
2023,1068732.95238,1293377.87025
2024,1094660.62916,1313729.29095
2025,1113031.82234,1326644.34499
2026,1136888.43507,1344936.48659
2027,1157385.07824,1360133.63348
2028,1174459.82098,1372171.17003
2029,1197100.99371,1389658.74856
2030,1214462.54645,1402199.02607
2031,1237458.61962,1420252.37513
