year,Base case cost,Modeled non-residential ashp
2017,683924.151165,844212.295274
2018,723778.458025,878924.588819
2019,777980.315355,926133.308042
2020,803487.071745,948349.175911
2021,821022.966763,963622.585071
2022,835370.517233,976119.010747
2023,843341.378605,983061.469457
2024,851312.239977,990003.928166
2025,860877.273623,998334.878617
2026,872036.479544,1008054.32081
2027,880007.340916,1014996.77952
2028,887978.202288,1021939.23823
2029,899137.408209,1031658.68042
2030,903919.925032,1035824.15565
2031,915079.130953,1045543.59784
