year,Base case cost,Modeled residential ashp
2017,357131.109659,602509.491896
2018,402731.070169,640835.883451
2019,459535.770951,687748.530454
2020,502120.8695,725678.544872
2021,545215.997567,765573.302599
2022,583354.568041,801093.388248
2023,621930.825413,838214.93183
2024,656965.816776,871795.209401
2025,698043.693284,911127.42936
2026,741225.39484,952272.531608
2027,782445.812924,992038.235901
2028,828634.87581,1036772.585
2029,874242.341322,1080343.4512
2030,918696.317375,1123924.59898
2031,965855.959824,1169047.64212
