year,Base case cost,Modeled non-residential ashp
2017,572750.274531,654773.259509
2018,607536.56223,687622.036143
2019,655988.891525,733375.689311
2020,679593.872464,755665.930598
2021,694502.281478,769743.977727
2022,706925.955656,781475.683668
2023,714380.160163,788514.707232
2024,721834.36467,795553.730796
2025,729288.569176,802592.754361
2026,739227.508519,811978.119113
2027,747924.080444,820190.313272
2028,754135.917533,826056.166242
2029,764074.856875,835441.530994
2030,769044.326547,840134.213371
2031,778983.265889,849519.578123
