year,Base case cost,Modeled non-residential ashp
2017,164353.108026,227175.479274
2018,175196.684395,237338.747835
2019,189767.740141,251264.846773
2020,196544.975371,257375.919101
2021,201289.040033,261460.298648
2022,205016.51941,264539.141414
2023,207388.551741,266271.558963
2024,209421.72231,267678.725089
2025,211793.754641,269441.30881
2026,214843.510494,271899.474165
2027,217215.542825,273690.82659
2028,219248.713394,275155.546307
2029,221959.607487,277314.848063
2030,223653.916294,278465.847363
2031,226703.672148,280991.827462
