year,Base case cost,Modeled residential ashp
2017,40009997.4156,46318584.6726
2018,44914144.8476,47302305.976
2019,51667041.4542,48856241.5607
2020,55164668.4292,49436054.4318
2021,57593389.737,49717414.1787
2022,59325729.6629,49748845.1558
2023,60677928.1273,49630476.2901
2024,61729739.6675,49441720.3864
2025,62874714.3921,49252152.2341
2026,64356952.7852,49197665.8829
2027,65728606.216,49153736.041
2028,66766572.8001,49004830.5505
2029,67775974.5407,48624245.7635
2030,68363658.2415,48157934.7454
2031,69816881.2789,48029821.1525
