year,Base case cost,Modeled non-residential ashp
2017,175682.249829,209773.009209
2018,188925.3113,219549.852141
2019,207059.178308,232937.388692
2020,221432.886266,245097.945411
2021,227466.555989,249594.579345
2022,231943.149655,252930.791619
2023,235021.913678,255225.26172
2024,237552.162271,257110.946918
2025,247025.813888,265809.319486
2026,250822.705594,268664.156999
2027,254038.255029,271081.890203
2028,256636.128302,273035.20008
2029,266969.97779,282485.592047
2030,276036.635349,291011.357246
2031,280069.424684,294093.077516
