year,Base case cost,Modeled non-residential ashp
2017,550516.960678,617471.870794
2018,588293.222628,653197.944237
2019,630905.270089,693545.524115
2020,657797.64204,718720.951072
2021,679054.20399,738426.123276
2022,696936.635941,754867.565893
2023,704175.463402,760775.131743
2024,717416.894914,772739.90644
2025,732016.447303,786062.2993
2026,740651.394325,793418.957582
2027,755494.735837,807036.735323
2028,769207.747787,819576.31102
2029,785604.780177,834769.752195
2030,790628.948076,838695.769141
2031,808541.050466,855423.973395
