year,Base case cost,Modeled residential ashp
2017,550516.960678,722170.632148
2018,588293.222628,753954.868468
2019,630905.270089,789856.283861
2020,657797.64204,811814.460315
2021,679054.20399,828662.834705
2022,696936.635941,842482.851389
2023,704175.463402,846003.202229
2024,717416.894914,855689.9471
2025,732016.447303,866718.496177
2026,740651.394325,871764.41549
2027,755494.735837,883177.395175
2028,769207.747787,893617.082625
2029,785604.780177,906628.700381
2030,790628.948076,908599.705383
2031,808541.050466,923165.126852
