year,Base case cost,Modeled non-residential ashp
2017,31997.9298295,106504.779115
2018,33817.6517255,103234.904199
2019,36319.7693325,99190.5266289
2020,37532.9172632,96685.235252
2021,38291.1347199,94739.3323888
2022,38897.7086852,92996.191615
2023,39352.6391592,91455.2329984
2024,39655.9261419,90115.8900477
2025,40110.8566159,88621.5771681
2026,40565.7870899,87149.7705147
2027,41020.7175639,85699.9425491
2028,41399.8262922,84360.5862446
2029,41854.7567662,82953.1823899
2030,42158.0437489,81744.2640181
2031,42612.9742229,80377.3189262
