year,Base case cost,Modeled residential ashp
2017,22319.9860035,174177.537037
2018,24187.8250236,165647.901676
2019,25977.4461173,154119.398213
2020,26845.141193,147350.667861
2021,28065.1235807,142974.580489
2022,28509.7062086,138538.516799
2023,29539.6025523,135401.934107
2024,29767.2614113,132176.054169
2025,30108.7496997,128452.100109
2026,31168.167541,125494.825063
2027,32243.6880173,122601.259442
2028,32541.6804534,119307.568171
2029,32899.2713769,115787.965459
2030,33883.77449,113601.435063
2031,34249.4167309,110177.519102
