year,Base case cost,Modeled residential ashp
2017,696834.073694,1009124.74221
2018,736141.672662,1035340.74989
2019,797937.604683,1082954.61322
2020,822963.084135,1096840.07395
2021,850694.986137,1114459.58721
2022,863366.64877,1117687.16199
2023,883525.981719,1128947.91442
2024,901554.746451,1138500.91972
2025,909820.797281,1138355.02531
2026,932905.312982,1152850.71819
2027,941272.496571,1153157.31166
2028,949639.680161,1153633.43094
2029,959202.175691,1155352.20191
2030,953512.78024,1142335.39259
2031,964140.559879,1145320.79054
