year,annotation,diesel generation efficiency
2002,,10.39
2003,,10.19
2004,,13.11
2005,,13.88
2006,,12.32
2007,,11.78
2008,,10.05
2009,,13.95
2010,,13.51
2011,,14.01
2012,,11.38
2013,,11.77
2014,,14.21
2015,,14.94
2016,start of forecast,13.64
2017,,13.64
2018,,13.64
2019,,13.64
2020,,13.64
2021,,13.64
2022,,13.64
2023,,13.64
2024,,13.64
2025,,13.64
2026,,13.64
2027,,13.64
2028,,13.64
2029,,13.64
2030,,13.64
2031,,13.64
2032,,13.64
2033,,13.64
2034,,13.64
2035,,13.64
2036,,13.64
2037,,13.64
2038,,13.64
2039,,13.64
2040,,13.64
