year,Base case cost,Modeled non-residential ashp
2017,480442.227141,513692.834091
2018,524305.402447,556746.777295
2019,574393.460734,605738.456605
2020,601312.840142,632161.855047
2021,630704.500077,661188.055323
2022,648935.109033,679157.621665
2023,664106.700617,694146.48342
2024,678337.913348,708221.070582
2025,701547.562665,731247.990071
2026,719626.555447,749092.0445
2027,743499.767021,772782.526244
2028,758544.782517,787670.916172
2029,784222.25588,813139.555445
2030,797211.233073,826024.115592
2031,824743.048396,853320.992563
