year,Base case cost,Modeled residential ashp
2017,81492.1248796,236052.961224
2018,93624.4439215,204636.750661
2019,108949.553546,163653.461752
2020,117678.338871,141137.982766
2021,124343.000417,124324.483173
2022,129613.897475,108474.49522
2023,132838.613988,96173.4976532
2024,135180.076133,83175.8061201
2025,137986.937321,70825.702
2026,141483.163574,57181.2286266
2027,145631.160996,45443.1010984
2028,149982.510442,35158.8277526
2029,148057.104993,16601.8464345
2030,146165.014453,2563.30117265
2031,147340.462014,-13653.8147298
