year,Base case cost,Modeled non-residential ashp
2017,74035.9899255,70780.4173999
2018,82904.8219023,57911.8370083
2019,95099.4658704,41196.6364109
2020,100919.636855,32020.7569356
2021,104799.750845,25177.2615269
2022,108125.562836,19038.107036
2023,110065.619831,14578.0899321
2024,112005.676826,10169.2264337
2025,113945.733821,5810.31775872
2026,116440.092815,849.490813593
2027,118657.300809,-3738.34436492
2028,120597.357804,-7954.30443397
2029,123091.716797,-12775.5330744
2030,124477.471794,-16250.9883434
2031,127248.981786,-21309.8704978
