year,Base case cost,Modeled non-residential ashp
2017,209614.624399,271812.03584
2018,232572.218898,287047.983809
2019,266052.044209,309858.342036
2020,281357.107209,319663.402093
2021,292835.904458,326752.022751
2022,301445.002396,331809.528878
2023,307184.40102,334835.292616
2024,311967.233208,337200.636432
2025,316750.065395,339590.929353
2026,324402.596895,344063.490057
2027,330141.99552,347187.908473
2028,334924.827707,349649.594749
2029,341620.792769,353505.907715
2030,345447.058519,355326.476521
2031,353099.590019,359912.556456
