year,Base case cost,Modeled residential ashp
2017,202301.164556,344372.284801
2018,229304.00023,357014.940757
2019,267857.220011,376516.95224
2020,286197.523185,384157.434297
2021,300924.789077,390011.875203
2022,312912.378276,394516.760537
2023,318870.111392,394379.90318
2024,323834.888989,393766.604894
2025,332099.812219,396533.233031
2026,340123.186329,397831.765811
2027,349580.389966,401509.851136
2028,358134.334282,404793.797857
2029,354616.510091,395208.898154
2030,351390.066242,387290.695553
2031,355495.387569,385034.180708
