year,Base case cost,Modeled non-residential ashp
2017,221863.091042,297245.060643
2018,238925.631707,312214.20055
2019,263571.523778,334528.510226
2020,274946.550888,344083.316764
2021,283161.848245,350625.152679
2022,289481.307751,355371.658682
2023,293904.929405,358322.077896
2024,297064.659157,360084.87906
2025,301488.280811,363096.171888
2026,306543.848416,366746.043589
2027,310967.47007,369815.390022
2028,314127.199822,371694.33105
2029,319182.767427,375428.249592
2030,322342.49718,377361.257251
2031,327398.064784,381147.975238
