year,Base case cost,Modeled residential ashp
2017,30299.7423185,59829.7705033
2018,32629.9658046,61204.8649858
2019,35995.8441734,63503.0556245
2020,37549.3264975,64228.4335
2021,38671.2859537,64590.6010497
2022,39534.3316893,64740.4540111
2023,31258.38588,55797.5734786
2024,31594.4403044,55501.9360723
2025,32064.9164986,55332.9097713
2026,32602.6035777,55233.6480974
2027,33073.0797719,55090.7832087
2028,33409.1341964,54847.4833421
2029,33946.8212754,54786.0967337
2030,34282.8756999,54567.1615803
2031,34820.562779,54529.5686371
