year,Base case cost,Modeled non-residential ashp
2017,121627.608696,177880.657535
2018,135848.643099,187246.812035
2019,155574.594045,200480.202713
2020,165208.197995,206662.421784
2021,171630.600628,210609.95549
2022,176676.774126,213606.976021
2023,180346.718488,215653.182273
2024,183099.17676,217069.400327
2025,186769.121122,219139.823553
2026,190897.808529,221543.051388
2027,194567.752891,223636.569719
2028,197320.211162,225098.990977
2029,201448.89857,227535.654647
2030,203742.613796,228698.464767
2031,208330.044248,231477.253445
