year,Base case cost,Modeled residential ashp
2017,107466.120608,233957.12469
2018,120031.354889,236598.88333
2019,137460.550827,240938.067842
2020,145972.483727,242273.556278
2021,151647.10566,242678.09291
2022,156105.737179,242703.783573
2023,153515.751888,236517.160958
2024,155858.714957,235831.880621
2025,158982.665716,235426.826315
2026,162497.11032,235177.809426
2027,165621.061079,234837.254272
2028,167964.024149,234281.008517
2029,171478.468753,234125.369981
2030,166841.660628,226916.510948
2031,170598.236144,226794.576557
