year,Base case cost,Modeled residential ashp
2017,175682.249829,247601.453675
2018,188925.3113,249426.266833
2019,207059.178308,251925.003186
2020,221432.886266,259008.25611
2021,227466.555989,259978.697387
2022,231943.149655,260698.702206
2023,235021.913678,261193.883386
2024,237552.162271,261600.842631
2025,247025.813888,268520.60776
2026,250822.705594,269214.230418
2027,254038.255029,269801.652478
2028,256636.128302,270276.236403
2029,266969.97779,277699.843147
2030,276036.635349,284984.719435
2031,280069.424684,285884.543369
