year,Base case cost,Modeled non-residential ashp
2017,155233.016102,189323.775482
2018,166934.598798,197559.139639
2019,182957.702281,208835.912665
2020,190429.063924,214094.123069
2021,195617.932194,217745.95555
2022,199467.737684,220455.379648
2023,202115.429998,222318.77804
2024,204291.407014,223850.191661
2025,206908.666083,225692.17168
2026,210088.940183,227930.391588
2027,212782.282364,229825.917538
2028,214958.25938,231357.331159
2029,217940.717389,233456.331646
2030,219766.712088,234741.433985
2031,222977.419433,237001.072265
