year,Base case cost,Modeled residential ashp
2017,7013.08046174,38644.3918814
2018,7678.37399812,37831.5254496
2019,8609.78494907,36916.1288869
2020,9027.96945765,36234.2658681
2021,9332.10364571,35613.3762718
2022,9560.20428676,35036.777254
2023,9712.27138079,34504.1998749
2024,9845.33008807,33990.7702738
2025,9997.3971821,33479.824541
2026,10168.4726629,32971.1122008
2027,10339.5481437,32472.5923289
2028,9826.49666314,31381.5353754
2029,10005.1775735,30883.0827238
2030,10094.5180287,30440.8425998
2031,10273.198939,29961.1524268
