year,Base case cost,Modeled residential ashp
2017,613768.851573,1425739.41403
2018,671258.571147,1464739.48922
2019,739742.049403,1513045.56462
2020,779642.284692,1536659.08095
2021,793637.372073,1536056.74533
2022,814345.131015,1542852.07688
2023,815096.941326,1530768.72616
2024,827346.177754,1530455.57277
2025,827571.731255,1518385.11457
2026,843670.154576,1522048.68672
2027,845294.044713,1511691.25089
2028,857192.443268,1512055.89462
2029,858231.603615,1501604.08241
2030,855012.266216,1487529.33814
2031,857186.634794,1478480.88451
