year,Base case cost,Modeled non-residential ashp
2017,660738.905629,971480.608297
2018,722628.156442,1027331.31428
2019,807439.352,1105563.58857
2020,850991.047017,1143789.31941
2021,878497.380712,1166514.88225
2022,901419.325457,1184878.33252
2023,915172.492304,1194421.34215
2024,928925.659152,1204054.00875
2025,942678.825999,1213774.231
2026,961016.381795,1228036.08149
2027,977061.743117,1240153.36922
2028,990814.909965,1250124.13716
2029,1006860.27129,1262402.59882
2030,1018321.24366,1270302.70083
2031,1036658.79946,1284962.93229
