year,Base case cost,Modeled residential ashp
2017,5320.59033631,30163.9827952
2018,5800.80791366,29530.728097
2019,6461.10708253,28827.3133431
2020,6791.25666696,28280.1797426
2021,7016.35865634,27789.099735
2022,6780.45727264,26932.8767128
2023,6893.80841584,26499.8781497
2024,6978.82177324,26090.6302855
2025,7092.17291643,25674.9093668
2026,7219.69295253,25260.0200592
2027,6899.38957051,24427.1218879
2028,6992.70647606,24037.4677415
2029,7112.68535463,23638.8921606
2030,7179.34028717,23281.2689312
2031,7312.65015224,22889.3366989
