year,Base case cost,Modeled transmission and interties
2021,191113.564085,887496.743964
2022,196613.962612,880938.93841
2023,199698.698137,872397.333287
2024,201616.446704,863241.67298
2025,205309.960424,855784.170248
2026,209520.838363,849278.008248
2027,213150.167801,842259.222921
2028,216203.783673,834941.333706
2029,221105.128895,829578.131388
2030,224627.484529,823346.141311
2031,229274.037598,818210.360648
2032,233881.691102,813257.542639
2033,237592.709627,807694.724884
2034,241225.929022,802477.53221
2035,244079.212133,796507.365163
2036,249941.376617,793541.952988
2037,252215.056206,787421.955979
2038,258055.825929,784819.852223
2039,261342.839192,780232.198701
2040,266707.089241,777569.418114
