year,Base case cost,Modeled non-residential ashp
2017,27707.1004129,67361.5120157
2018,30207.8448406,68084.9171148
2019,33646.3684288,69324.0942267
2020,35365.6302228,69658.1013833
2021,36537.8541733,69713.3468539
2022,37397.4850704,69614.8566779
2023,38022.6711773,69404.099449
2024,38491.5607575,69122.5510359
2025,39116.7468644,68937.0420759
2026,39820.0812347,68805.4977183
2027,40445.2673417,68644.0674233
2028,40992.3051852,68452.4723451
2029,41695.6395555,68355.7877472
2030,42086.3808724,68103.0526735
2031,42867.863506,68070.0499748
