year,Base case cost,Modeled residential ashp
2017,130562.039831,586899.376506
2018,139291.705302,559375.573966
2019,151819.055913,528269.226056
2020,158247.800369,506912.896714
2021,163557.700707,488228.946196
2022,169014.565445,472614.366704
2023,172596.243089,458039.027621
2024,176214.925562,443825.390826
2025,180897.415663,430992.649847
2026,185258.694097,416427.063509
2027,189338.41126,402742.959801
2028,192788.39719,390445.726063
2029,198018.883328,378496.092806
2030,202619.638233,367919.649028
2031,207236.249986,355052.156903
