year,Base case cost,Modeled non-residential ashp
2017,176376.85875,383905.215076
2018,185805.496614,378032.680187
2019,198769.873676,372639.009149
2020,204662.77234,366757.042671
2021,208984.231361,360882.744463
2022,212127.110649,355048.27338
2023,214091.410203,349250.187239
2024,216055.709758,343592.175116
2025,218020.009313,338070.954384
2026,220770.02869,332754.686835
2027,223127.188156,327533.189791
2028,224698.627799,322367.721678
2029,227055.787265,317398.032613
2030,228627.226909,312478.470735
2031,231377.246286,307784.608168
