year,Base case cost,Modeled non-residential ashp
2017,124415.993328,132921.958028
2018,136265.287876,142067.214261
2019,156051.737876,158239.457355
2020,165714.887876,165978.948841
2021,172156.987876,171040.304534
2022,173706.231101,171445.555203
2023,177314.471101,174146.384227
2024,176384.55565,172468.976146
2025,179919.91565,175110.611378
2026,183897.19565,178124.273039
2027,183568.710198,176915.115004
2028,186165.570198,178790.59409
2029,186055.973423,177736.275216
2030,188174.423423,179221.997147
2031,192411.323423,182449.548892
