year,Base case cost,Modeled residential ashp
2017,124415.993328,160498.186835
2018,136265.287876,165311.162045
2019,156051.737876,175855.247418
2020,165714.887876,180403.495951
2021,172156.987876,183062.98068
2022,173706.231101,181416.034083
2023,177314.471101,182413.864583
2024,176384.55565,179272.38991
2025,179919.91565,180249.225604
2026,183897.19565,181506.715423
2027,183568.710198,178669.187237
2028,186165.570198,179153.47901
2029,186055.973423,176395.728774
2030,188174.423423,176633.99389
2031,192411.323423,178081.44363
