year,annotation,consumption,consumption residential,consumption non-residential
2003,,581634.0,248583.0,333051.0
2004,,552165.0,246374.0,305791.0
2005,,561472.0,248156.0,313316.0
2006,,509411.0,208986.0,300425.0
2007,,472403.0,223768.0,248635.0
2008,,531752.0,204657.0,327095.0
2009,,529121.0,205527.0,323594.0
2010,,576445.0,227534.0,348911.0
2011,,660612.0,246745.0,413867.0
2012,,674774.0,259921.0,414853.0
2013,,616089.0,276374.0,339715.0
2014,,485334.0,248295.0,237039.0
2015,,478819.0,242140.0,236679.0
2016,start of forecast,508125.0,236980.0,271144.0
2017,,508156.0,237012.0,271144.0
2018,,508187.0,237042.0,271144.0
2019,,508214.0,237070.0,271144.0
2020,,508242.0,237097.0,271144.0
2021,,508266.0,237122.0,271144.0
2022,,508286.0,237142.0,271144.0
2023,,508287.0,237142.0,271144.0
2024,,508289.0,237144.0,271144.0
2025,,508299.0,237155.0,271144.0
2026,,508323.0,237178.0,271144.0
2027,,508361.0,237216.0,271144.0
2028,,508393.0,237249.0,271144.0
2029,,508412.0,237268.0,271144.0
2030,,508442.0,237298.0,271144.0
2031,,508464.0,237319.0,271144.0
2032,,508493.0,237348.0,271144.0
2033,,508515.0,237371.0,271144.0
2034,,508537.0,237393.0,271144.0
2035,,508571.0,237427.0,271144.0
2036,,508592.0,237448.0,271144.0
2037,,508611.0,237467.0,271144.0
2038,,508629.0,237484.0,271144.0
2039,,508647.0,237502.0,271144.0
2040,,508672.0,237528.0,271144.0
