year,Base case cost,Modeled residential energy efficiency
2017,452620.24208,445656.077548
2018,471419.866274,463253.20795
2019,506129.207156,496495.550981
2020,517936.053633,507454.626189
2021,526791.188491,515605.096262
2022,532694.61173,520946.794301
2023,537122.179159,524887.420387
2024,540811.818683,528130.746888
2025,544501.458207,531380.5499
2026,549666.953541,536044.540697
2027,554094.52097,540010.776445
2028,557784.160494,543279.112381
2029,562211.727923,547257.270203
2030,565163.439542,549833.317256
2031,582500.238069,566664.083209
2032,587769.791453,571467.086212
2033,593039.344838,576275.446459
2034,599061.691563,581807.83536
2035,602072.864926,584470.14545
2036,608095.211651,590012.632742
