year,Base case cost,Modeled non-residential ashp
2017,356691.714015,358234.168284
2018,384358.527719,385992.286773
2019,416807.101719,418568.035294
2020,430190.951053,432010.58056
2021,437299.725146,439161.746161
2022,432784.344035,434678.973902
2023,432347.451984,434264.908047
2024,422516.069433,424453.090806
2025,421417.203536,423377.051106
2026,412647.296549,414633.2312
2027,410847.517169,412856.278016
2028,407855.026162,409883.35232
2029,396763.158046,398814.3104
2030,383441.625227,385509.082007
2031,381982.938109,384079.742856
