year,Base case cost,Modeled residential ashp
2017,356691.714015,177134.57563
2018,384358.527719,204567.962259
2019,416807.101719,236691.405689
2020,430190.951053,249925.19476
2021,437299.725146,256925.591997
2022,432784.344035,252326.844073
2023,432347.451984,251831.595254
2024,422516.069433,241950.192614
2025,421417.203536,240792.969949
2026,412647.296549,231956.369511
2027,410847.517169,230098.233363
2028,407855.026162,227055.722268
2029,396763.158046,215905.497383
2030,383441.625227,202542.281158
2031,381982.938109,201008.563909
