year,Base case cost,Modeled non-residential ashp
2017,463369.406591,511403.752124
2018,501645.457915,547741.219154
2019,547286.353957,591098.827731
2020,571610.389695,613865.373867
2021,590994.125586,631881.355256
2022,606346.071324,646021.286634
2023,619721.277214,658272.765294
2024,631046.912952,668562.460621
2025,643572.998538,680039.493001
2026,658473.684732,693844.065712
2027,672396.340471,706723.492778
2028,690361.961795,723731.785575
2029,699545.202403,731875.801687
2030,716701.823423,748145.160743
2031,732416.679465,762856.530783
