year,Base case cost,Modeled non-residential ashp
2017,22375.5504055,73020.1933023
2018,24952.8776396,69422.0220881
2019,28694.1591086,64549.0547517
2020,30440.0904607,61907.94195
2021,31687.1842837,59837.0513857
2022,32601.7197539,58151.4150294
2023,33183.6968713,56850.655792
2024,33765.6739887,55565.241582
2025,34347.6511061,54294.8127896
2026,35179.0469881,52762.1454083
2027,35844.1636937,51428.3510941
2028,36343.0012229,50293.0948731
2029,37091.2575167,48894.5950417
2030,37506.9554577,47878.5686417
2031,38338.3513396,46414.0853653
