year,Base case cost,Modeled transmission and interties
2021,778005.614203,2181031.13272
2022,800229.334195,2185296.87199
2023,816838.353151,2185145.11125
2024,830659.432207,2182284.97952
2025,845399.999435,2179378.39998
2026,858676.143358,2176713.37114
2027,870889.735664,2173264.12917
2028,878431.839194,2164922.63799
2029,895121.37627,2165862.68447
2030,902482.314031,2158109.23102
2031,920153.884604,2162419.46042
2032,932440.087,2159474.97606
2033,949308.63311,2162095.30414
2034,961420.858854,2161168.62071
2035,972977.365789,2159968.44599
2036,987405.206391,2162343.3802
2037,998006.998476,2159233.42348
2038,1013822.33882,2162338.73433
2039,1022292.55747,2158938.63885
2040,1036947.57419,2162837.19967
