year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,194750.0,92959.0,101791.0
2004,,210124.0,96690.0,113434.0
2005,,226586.0,103030.0,123556.0
2006,,247949.0,105275.0,142674.0
2007,,211690.0,92392.0,119298.0
2008,,218844.0,99484.0,119360.0
2009,,255464.0,111328.0,144136.0
2010,,283572.0,134630.0,148942.0
2011,,254919.0,117697.0,137222.0
2012,,270857.0,109073.0,161784.0
2013,,243346.0,90173.0,153173.0
2014,start of forecast,263976.0,113250.0,150726.0
2015,,265388.0,114661.0,150726.0
2016,,266631.0,115905.0,150726.0
2017,,267916.0,117190.0,150726.0
2018,,269313.0,118587.0,150726.0
2019,,270594.0,119868.0,150726.0
2020,,271843.0,121117.0,150726.0
2021,,273325.0,122599.0,150726.0
2022,,275193.0,124467.0,150726.0
2023,,276290.0,125563.0,150726.0
2024,,277407.0,126681.0,150726.0
2025,,278513.0,127786.0,150726.0
2026,,279788.0,129061.0,150726.0
2027,,280946.0,130219.0,150726.0
2028,,282407.0,131681.0,150726.0
2029,,283567.0,132841.0,150726.0
2030,,284721.0,133995.0,150726.0
2031,,286101.0,135375.0,150726.0
2032,,287275.0,136548.0,150726.0
2033,,289208.0,138481.0,150726.0
2034,,290395.0,139669.0,150726.0
2035,,291675.0,140949.0,150726.0
2036,,292953.0,142226.0,150726.0
2037,,294170.0,143444.0,150726.0
2038,,295398.0,144672.0,150726.0
2039,,296784.0,146057.0,150726.0
2040,,298544.0,147817.0,150726.0
