year,Base case cost,Modeled non-residential ashp
2017,361055.955504,417865.51611
2018,390145.480367,447121.200047
2019,429717.495382,487244.952258
2020,445538.805839,502955.136376
2021,462644.130702,519767.603873
2022,477742.53587,534504.333937
2023,490711.940733,547042.867252
2024,495435.281037,551294.095003
2025,507847.345901,563277.420968
2026,522024.810764,577097.493158
2027,528499.02122,583200.336918
2028,540512.136236,594799.449595
2029,554305.861099,608249.509079
2030,566594.265963,620150.963671
2031,574176.046571,627443.822206
