year,Base case cost,Modeled residential ashp
2017,361055.955504,547389.746901
2018,390145.480367,576455.402504
2019,429717.495382,617115.399892
2020,445538.805839,632144.724283
2021,462644.130702,647950.655716
2022,477742.53587,661564.177711
2023,490711.940733,672861.874326
2024,495435.281037,675806.198516
2025,507847.345901,686573.129708
2026,522024.810764,699318.920962
2027,528499.02122,704331.239625
2028,540512.136236,714770.237436
2029,554305.861099,727199.74644
2030,566594.265963,738009.420754
2031,574176.046571,744400.957788
