year,Base case cost,Modeled non-residential ashp
2017,37836.7404716,176664.723657
2018,40277.3750051,179023.084819
2019,43589.6647291,182798.118772
2020,45158.6440721,183845.098973
2021,46291.7958198,184235.164518
2022,47076.2854912,184105.65469
2023,47599.2786055,183593.927338
2024,48035.1062008,182975.488123
2025,48558.0993151,182525.860604
2026,49255.4234675,182382.455636
2027,49778.4165819,181992.051229
2028,50214.2441771,181492.091462
2029,50824.4028105,181296.296523
2030,51260.2304058,180851.492567
2031,51870.3890391,180709.560695
