year,Base case cost,Modeled residential ashp
2017,249526.597135,1260330.32408
2018,283917.640812,1095777.42077
2019,329845.208121,880896.984347
2020,355803.091022,765611.948663
2021,374797.454422,681574.683697
2022,393491.307805,610405.494255
2023,407052.065122,559769.933258
2024,422515.498113,511661.79283
2025,438265.671302,464450.496629
2026,456811.626589,408117.296614
2027,475348.307465,358613.407995
2028,490740.022818,319046.247532
2029,513110.129284,268242.128919
2030,531437.384799,238964.022098
2031,557994.563098,187161.291227
