year,Base case cost,Modeled non-residential ashp
2017,10679.9520934,33681.5900638
2018,11501.3014942,33796.6205651
2019,12687.6950732,34193.0516496
2020,13235.2613404,34128.483013
2021,13630.7258667,33962.4712174
2022,13934.9293485,33739.7360145
2023,14147.8717858,33460.0256371
2024,14299.9735267,33145.5829404
2025,14512.9159639,32886.1229758
2026,14756.2787493,32658.9224741
2027,14969.2211866,32418.7748396
2028,15121.3229275,32142.9676365
2029,15364.6857129,31943.7264583
2030,15516.7874538,31685.9052607
2031,15760.1502392,31504.2285311
