year,Base case cost,Modeled residential ashp
2017,10467.2188109,44258.5448355
2018,11319.546521,43232.0039263
2019,12497.7642378,42139.5015968
2020,13074.3388652,41222.0110125
2021,13450.3657961,40374.7047335
2022,12773.1008173,38618.0442187
2023,12959.7242881,37837.2049884
2024,13123.0198251,37081.3821642
2025,13309.6432959,36333.6526596
2026,13519.5947005,35593.6330929
2027,13706.2181714,34877.479535
2028,13869.5137083,34184.8263172
2029,14079.465113,33490.5206601
2030,14196.1047822,32843.8053529
2031,14429.3841207,32169.9525679
