year,Base case cost,Modeled transmission and interties
2021,338860.603154,1920841.03288
2022,347974.213508,1904106.52371
2023,354602.293765,1885636.80504
2024,360401.86399,1866954.17685
2025,367029.944247,1849581.25516
2026,374486.534537,1833817.46954
2027,380308.875651,1816834.94222
2028,386096.184628,1800235.49517
2029,394370.775309,1786338.88249
2030,398513.325469,1769811.61047
2031,406798.425791,1756657.02118
2032,415083.526113,1744273.5653
2033,422473.555342,1731299.72188
2034,430741.139596,1719787.9995
2035,435701.690148,1706261.94932
2036,444796.032826,1696049.88628
2037,449756.583378,1683037.50563
2038,458850.926057,1673631.24261
2039,465464.993459,1662626.67993
2040,474559.336138,1654300.3583
