year,Base case cost,Modeled non-residential ashp
2017,22419.3148831,46733.1709129
2018,24244.8813168,47269.0604412
2019,26768.4584458,48235.7792286
2020,28003.400445,48443.9550886
2021,28808.7974011,48407.4801987
2022,29399.4218355,48254.6106123
2023,29828.9668787,48017.1984457
2024,30204.8187916,47759.239345
2025,30634.3638348,47544.7355574
2026,31117.6020084,47373.4218239
2027,31547.1470516,47180.7652048
2028,31922.9989644,46966.5126965
2029,32406.2371381,46826.8280854
2030,32674.7027901,46568.6484761
2031,33211.6340941,46480.970663
