year,Base case cost,Modeled residential ashp
2017,453586.777697,324188.523232
2018,507762.247633,374056.164881
2019,592090.141962,452555.820938
2020,627810.388186,485488.648859
2021,663764.773273,519584.755077
2022,694992.697813,549376.736854
2023,708465.900355,561836.33274
2024,731478.058187,584088.28558
2025,745193.271778,596789.892515
2026,774625.967497,625040.047136
2027,788583.192137,637983.66512
2028,814089.512789,662645.313559
2029,829472.018117,676929.74501
2030,853236.994697,700018.983819
2031,884666.281567,730265.729591
