year,Base case cost,Modeled non-residential ashp
2017,682203.176687,755128.252212
2018,763684.118165,834985.504553
2019,873923.038988,943027.669484
2020,926646.001121,994700.009234
2021,961794.642543,1029148.23573
2022,988954.956369,1055767.31985
2023,1008126.9426,1074557.26157
2024,1022505.93227,1088649.71787
2025,1041677.9185,1107439.6596
2026,1064045.23577,1129361.25828
2027,1083217.222,1148151.20001
2028,1099193.87719,1163809.48478
2029,1119963.52894,1184165.25498
2030,1132744.85309,1196691.8828
2031,1155112.17036,1218613.48148
