year,Base case cost,Modeled residential ashp
2017,172837.594405,389829.640504
2018,190401.59521,406002.092796
2019,215283.929685,430401.971589
2020,226993.263555,440212.638496
2021,235287.375047,446296.459659
2022,231987.385415,440638.744439
2023,236203.157246,442347.624688
2024,239482.090891,443079.450846
2025,243697.862722,444927.529248
2026,248850.472737,447890.248001
2027,253066.244568,449871.076111
2028,256813.597306,451392.215584
2029,250628.644155,443154.23882
2030,253322.339795,443634.713717
2031,258260.781801,446696.1874
