year,Base case cost,Modeled non-residential ashp
2017,128415.313106,186401.944967
2018,141465.058855,199487.996157
2019,159952.198666,218364.324224
2020,168652.029165,226868.09589
2021,174814.409102,232695.285995
2022,179526.817289,236999.950474
2023,182789.253726,239781.696714
2024,185326.704288,241809.77995
2025,188589.140726,244623.103059
2026,192576.563038,248221.300383
2027,195838.999475,251064.737541
2028,198738.942975,253537.885142
2029,202363.872349,256794.860619
2030,204538.829974,258526.415461
2031,208526.252286,262195.598832
