year,Base case cost,Modeled non-residential ashp
2017,160292.45748,117391.315382
2018,175306.527365,132745.203283
2019,196437.440535,154354.378849
2020,206446.820458,164590.304117
2021,213675.817069,171982.91681
2022,218680.507031,177100.879444
2023,222573.043667,181081.517048
2024,225353.426979,183924.829623
2025,229245.963616,187905.467227
2026,233694.576915,192454.767346
2027,237587.113552,196435.40495
2028,240367.496863,199278.717524
2029,244816.110163,203828.017643
2030,247040.416812,206102.667703
2031,252045.106774,211220.630337
