year,Base case cost,Modeled residential ashp
2017,261138.472662,419150.839205
2018,280470.541249,436191.27665
2019,307658.18869,460238.540673
2020,318213.861112,469181.583773
2021,328499.394292,478448.614223
2022,330674.015678,479774.483334
2023,329224.935423,477816.151714
2024,327580.664587,475662.629513
2025,325741.20317,473313.916731
2026,325258.147885,472151.859626
2027,323755.306018,470054.891166
2028,321281.475213,467071.808997
2029,319339.454539,464535.66173
2030,315748.241862,460520.072915
2031,314077.77721,458170.606443
