year,Base case cost,Modeled residential ashp
2017,559874.473534,920363.546084
2018,605495.405394,957716.738561
2019,667441.024122,1008332.49221
2020,699694.278286,1035073.92012
2021,718840.147848,1050545.23884
2022,737061.773183,1066010.95105
2023,750597.784464,1077709.68691
2024,762613.946618,1088194.78622
2025,773958.863868,1097396.21548
2026,781231.446836,1102525.31046
2027,795027.995903,1114484.58411
2028,804752.210689,1122371.52348
2029,816097.127939,1131572.95274
2030,826845.574306,1141096.54883
2031,835545.557511,1147346.83147
