year,Base case cost,Modeled non-residential ashp
2017,559874.473534,799689.49672
2018,605495.405394,841843.733048
2019,667441.024122,899038.694938
2020,699694.278286,928980.818747
2021,718840.147848,946585.934739
2022,737061.773183,963651.994898
2023,750597.784464,976417.629394
2024,762613.946618,987791.810894
2025,773958.863868,998237.955228
2026,781231.446836,1004611.76528
2027,795027.995903,1017637.93756
2028,804752.210689,1026591.77556
2029,816097.127939,1037037.9199
2030,826845.574306,1047272.78174
2031,835545.557511,1054945.5959
