year,Base case cost,Modeled residential ashp
2017,1808163.74736,3135344.36583
2018,2057374.20878,3183549.52561
2019,2390182.66754,3253299.27728
2020,2578283.26828,3298364.30839
2021,2715923.58277,3331347.04066
2022,2851386.28844,3375397.27506
2023,2949652.64581,3408038.36781
2024,3061706.50807,3455122.05953
2025,3175838.19784,3504923.31899
2026,3310229.17818,3563050.42011
2027,3444552.95264,3627999.51695
2028,3556087.12187,3683313.00833
2029,3718189.34264,3770939.09872
2030,3850995.54202,3854953.76173
2031,4043438.86303,3967764.94453
