year,Base case cost,Modeled residential ashp
2017,31790.4987414,327028.894583
2018,34768.210714,323294.663783
2019,37902.3251046,319078.03009
2020,39946.7021829,315226.736552
2021,41237.8877061,311251.203797
2022,41257.2615381,306255.986955
2023,41886.7332895,302270.343364
2024,41427.3489168,297293.481097
2025,42040.6996581,293484.703265
2026,41732.0288321,288697.271493
2027,42428.7968519,285081.084228
2028,41864.6259134,280367.632289
2029,42542.586088,276908.157872
2030,41833.2006657,272295.771916
2031,41371.3802435,267789.03285
